Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Duration,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
Guns in Space,https://www.youtube.com/watch?v=hYf6av21x5c,0.073962,0.007236,0.000052,0.500450,25.307720,4056.192333,2012-08-26 21:46:04,329,0.0116,236383.0000,0.0125,20422789,236383,0,18463,254846,5204666085494
Amazing Art and MORE! IMG! #49,https://www.youtube.com/watch?v=ySjk2_4kDQE,0.010049,0.006350,0.000691,0.501120,1.652301,282.226944,2012-03-11 19:49:11,301,0.0094,13796.0000,0.0117,1468440,13796,0,3397,17193,25246888920
Slow-Mo Hand in MOUSETRAP! ... And DONGs,https://www.youtube.com/watch?v=yBs5yrDyGqc,0.013351,0.006256,0.000416,0.500536,2.656419,485.112318,2012-07-09 17:07:45,343,0.0098,24258.0000,0.0110,2465903,24258,0,2747,27005,66591710515
NERD WARS: WTF Suggestions!,https://www.youtube.com/watch?v=631u-hRSLYA,0.004441,0.004887,0.006519,0.501928,0.171049,32.529936,2010-09-17 21:38:46,383,0.0057,1069.0000,0.0105,186851,1069,0,895,1964,366975364
SCARIEST DOGS and MORE! IMG! #48,https://www.youtube.com/watch?v=UNmaARtB4Ws,0.008991,0.005982,0.000814,0.500521,1.232736,234.740423,2012-02-24 23:50:00,303,0.0094,11483.0000,0.0105,1225082,11483,0,1383,12866,15761905012
I Watch 3 Episodes of Mind Field With Our Experts & Researchers,https://www.youtube.com/watch?v=b0cakXwiZ8s,0.035363,0.006033,0.000129,0.500353,19.437242,3758.075825,2019-10-14 16:00:06,10816,0.0096,87923.0000,0.0103,9132898,87923,0,6549,94472,862803139856
Brain Damage affecting Perception in multiple ways -part 2/2,https://www.youtube.com/watch?v=ADchGO-0kGo,0.007368,0.005802,0.001242,0.500401,0.574852,113.634663,2007-09-06 13:08:41,360,0.0092,7143.0000,0.0101,778548,7143,0,733,7876,6131844048
Fatal Familial Insomnia - Documentary,https://www.youtube.com/watch?v=nIeTVVAEFn8,0.007102,0.005300,0.001374,0.501223,0.687711,136.055357,2009-05-05 23:21:03,595,0.0075,6376.0000,0.0101,849516,6376,0,2211,8587,7294793892
BioShock Infinite Trailer HD [WITH REACTION],https://www.youtube.com/watch?v=jdA1VRmgcWY,0.004177,0.004903,0.011561,0.500874,0.073764,14.833564,2010-08-17 15:48:58,336,0.0064,544.0000,0.0099,85667,544,0,307,851,72902617
6 WORST Villains EVER!,https://www.youtube.com/watch?v=nKi7CzP9Dxs,0.009882,0.005310,0.000714,0.500819,1.472575,304.348868,2011-06-03 22:10:06,303,0.0080,13294.0000,0.0097,1669338,13294,0,2859,16153,26964816714
Top Hats for CATS! LÜT #25,https://www.youtube.com/watch?v=UaA-ZeuEcQ0,0.010532,0.005111,0.000638,0.500549,1.689883,372.687088,2012-06-07 17:25:50,310,0.0079,15069.0000,0.0091,1906349,15069,0,2218,17287,32955055163
Why Geeks are Sexy: The Wing Girls,https://www.youtube.com/watch?v=XeF_gkwryFM,0.004355,0.004785,0.006867,0.500510,0.112898,25.201577,2010-09-08 21:35:03,349,0.0069,1006.0000,0.0090,144984,1006,0,292,1298,188189232
THE GAME OF LIFE and other DONGs!,https://www.youtube.com/watch?v=aNgE_hf41NY,0.020965,0.005097,0.000260,0.500328,4.306503,978.468902,2012-05-06 15:46:42,333,0.0081,40904.0000,0.0088,5036390,40904,0,3428,44332,223273241480
Optical illusions show how we see | Beau Lotto,https://www.youtube.com/watch?v=mf5otGNbkuc,0.015504,0.004886,0.000380,0.500303,2.388868,566.271802,2009-10-08 15:12:36,1140,0.0078,26871.0000,0.0084,3447598,26871,0,2216,29087,100280283026
EAR Earrings -- LÜT #26,https://www.youtube.com/watch?v=F981CD-8YEg,0.013266,0.004557,0.000484,0.500374,2.247846,564.766634,2012-07-26 21:52:05,313,0.0072,20494.0000,0.0080,2861086,20494,0,2280,22774,65158372564
"Man parachutes from 102, 800 feet",https://www.youtube.com/watch?v=1VdSeDqU3EY,0.005362,0.004151,0.002254,0.500700,0.336005,86.901802,2007-07-10 17:46:54,386,0.0061,3636.0000,0.0077,600416,3636,0,1006,4642,2787131072
Underwater astonishments | David Gallo,https://www.youtube.com/watch?v=YVvn8dpSAt0,0.010423,0.004481,0.000657,0.500177,1.150017,300.423393,2008-01-14 15:57:35,361,0.0072,14603.0000,0.0077,2019208,14603,0,855,15458,31212917264
MARIO'S MISTAKES?  -- Chat with Black Nerd Comedy --,https://www.youtube.com/watch?v=TAJ2thKBWXM,0.005038,0.004122,0.002590,0.500572,0.335340,88.531287,2010-09-22 22:02:34,475,0.0061,3103.0000,0.0076,508077,3103,0,745,3848,1955080296
ZOMBIE BOTTLE-OPENER! ... LÜT #24,https://www.youtube.com/watch?v=EqWaWyvuClc,0.011757,0.004205,0.000597,0.500445,1.805305,484.463282,2012-04-27 16:19:12,326,0.0065,16238.0000,0.0075,2497986,16238,0,2378,18616,46502507376
RSA ANIMATE: Drive: The surprising truth about what motivates us,https://www.youtube.com/watch?v=u6XAPnuFjJc,0.070729,0.004350,0.000083,0.500141,12.558211,3409.955827,2010-04-01 11:46:15,648,0.0071,142700.0000,0.0074,20164372,142700,0,5822,148522,2994852858184
"NERD WARS: Blizzcon Kerrigan, Lich King, Diablo and Deathwing 1/2",https://www.youtube.com/watch?v=F3WMSWJ64Eg,0.002988,0.003251,0.012027,0.500121,0.068485,21.135240,2010-10-29 21:06:08,305,0.0043,519.0000,0.0065,120513,519,0,261,780,94000140
FRENCH KISS A ROBOT!  Mind Blow #16,https://www.youtube.com/watch?v=JVwYB0PY37k,0.011661,0.002921,0.000879,0.501040,1.509354,509.452361,2011-05-06 22:04:02,320,0.0037,10531.0000,0.0059,2808587,10531,0,6110,16641,46737696267
Should I Die?,https://www.youtube.com/watch?v=zRxI0DaQrag,0.020506,0.000835,0.000000,0.001331,2.932777,2203.904885,2018-12-26 17:00:07,1865,0.0000,0.0000,0.0027,5999391,0,0,15966,15966,95786276706
"Milgram's Obedience to Authority Experiment 2009, 2/3",https://www.youtube.com/watch?v=IzTuz0mNlwU,0.003263,0.001504,0.004853,0.499668,0.120941,97.457424,2009-05-15 10:44:38,360,0.0025,1507.0000,0.0025,607591,1507,0,0,1507,915639637
Moral Licensing,https://www.youtube.com/watch?v=yZlOw3rsPBM,0.010369,0.000655,0.000000,0.001031,1.124067,1090.206223,2018-12-05 17:01:02,1708,0.0000,0.0000,0.0021,2990614,0,0,6166,6166,18440125924
Behavior and Belief,https://www.youtube.com/watch?v=BR-eMMCp7tg,0.010471,0.000598,0.000000,0.000935,1.047204,1119.855260,2019-01-09 17:00:02,1707,0.0000,0.0000,0.0019,3032752,0,0,5671,5671,17198736592
Milgram's Obedience to Authority Experiment 2009 1/3,https://www.youtube.com/watch?v=BcvSNg0HZwk,0.006242,0.001053,0.002841,0.499821,0.223995,259.114237,2009-05-15 08:49:25,359,0.0017,2792.0000,0.0017,1615449,2792,0,0,2792,4510333608
How to Talk to Aliens,https://www.youtube.com/watch?v=xna-kdXZQHQ,0.021365,0.000531,0.000000,0.000824,1.917932,2327.040828,2019-01-02 17:00:06,1567,0.0000,0.0000,0.0016,6318298,0,0,10414,10414,65798755372
The Stilwell Brain,https://www.youtube.com/watch?v=rA5qnZUXcqo,0.014299,0.000294,0.000000,0.000430,0.666809,1550.833430,2018-12-12 17:00:03,1592,0.0000,0.0000,0.0009,4243335,0,0,3648,3648,15479686080
Mind Reading,https://www.youtube.com/watch?v=AgbeGFYluEA,0.028163,0.000236,0.000000,0.000332,1.035479,3116.843405,2019-01-16 17:00:03,1342,0.0000,0.0000,0.0007,8419106,0,0,5593,5593,47088059858
Divergent Minds,https://www.youtube.com/watch?v=wcPzTr-BbAA,0.015047,0.000032,0.000000,0.000000,0.000162,1464.480714,2017-12-27 17:00:05,1573,0.0000,0.0000,0.0000,4519628,0,0,0,0,0
In Your Face - Mind Field (Ep 7),https://www.youtube.com/watch?v=WY0j1cZtnp0,0.008258,0.000029,0.000000,0.000000,0.000147,730.822116,2017-02-22 17:00:39,1474,0.0000,0.0000,0.0000,2480530,0,0,0,0,0
Freedom of Choice - Mind Field (Ep 5),https://www.youtube.com/watch?v=lmI7NnMqwLQ,0.010440,0.000029,0.000000,0.000000,0.000147,920.091894,2017-02-08 17:28:42,1346,0.0000,0.0000,0.0000,3135806,0,0,0,0,0
Do You Know Yourself? - Mind Field (Ep 8),https://www.youtube.com/watch?v=b2ng8HuPLTk,0.010185,0.000030,0.000000,0.000000,0.000148,903.208185,2017-03-01 17:00:49,1547,0.0000,0.0000,0.0000,3059314,0,0,0,0,0
Touch - Mind Field (Ep 6),https://www.youtube.com/watch?v=OUdXMoY6fLY,0.009597,0.000029,0.000000,0.000000,0.000147,847.556147,2017-02-15 17:13:05,1296,0.0000,0.0000,0.0000,2882670,0,0,0,0,0
Your Brain on Tech,https://www.youtube.com/watch?v=1RHsAUyFCAM,0.013894,0.000032,0.000000,0.000000,0.000161,1343.110153,2017-12-06 17:06:20,1651,0.0000,0.0000,0.0000,4173258,0,0,0,0,0
Destruction - Mind Field (Ep 3),https://www.youtube.com/watch?v=zD68reVP0Ek,0.013013,0.000029,0.000000,0.000000,0.000146,1142.181444,2017-01-25 17:03:13,1535,0.0000,0.0000,0.0000,3908730,0,0,0,0,0
Conformity - Mind Field (Ep 2),https://www.youtube.com/watch?v=fbyIYXEu-nQ,0.015439,0.000029,0.000000,0.000000,0.000146,1352.318055,2017-01-18 17:40:14,1391,0.0000,0.0000,0.0000,4637283,0,0,0,0,0
Vsauce Live Stream!,https://www.youtube.com/watch?v=mjy5eokIm3U,0.005969,0.000031,0.000000,0.000000,0.000153,546.952742,2017-06-18 20:46:17,5893,0.0000,0.0000,0.0000,1792915,0,0,0,0,0
How to Make a Hero,https://www.youtube.com/watch?v=JMpuxLIgjPs,0.008622,0.000032,0.000000,0.000000,0.000161,835.329294,2017-12-13 17:00:05,1816,0.0000,0.0000,0.0000,2589658,0,0,0,0,0
Artificial Intelligence - Mind Field (Ep 4),https://www.youtube.com/watch?v=qZXpgf8N6hs,0.011343,0.000029,0.000000,0.000000,0.000146,997.592074,2017-02-01 17:11:18,1500,0.0000,0.0000,0.0000,3406933,0,0,0,0,0
The Electric Brain,https://www.youtube.com/watch?v=NXNGvDdkXZE,0.009862,0.000032,0.000000,0.000000,0.000162,962.048378,2018-01-03 17:00:01,1664,0.0000,0.0000,0.0000,2962305,0,0,0,0,0
The Power of Suggestion,https://www.youtube.com/watch?v=QDCcuCHOIyY,0.300000,0.000032,0.000000,0.000000,0.000162,29131.643581,2017-12-20 17:00:02,1729,0.0000,0.0000,0.0000,90108959,0,0,0,0,0
Ayahuasca,https://www.youtube.com/watch?v=U3lWVLuc6CE,0.037589,0.000032,0.000000,0.000000,0.000161,3633.634919,2017-12-06 17:05:25,1998,0.0000,0.0000,0.0000,11290287,0,0,0,0,0
Truth Serums and False Confessions,https://www.youtube.com/watch?v=gWoPI-VoFV0,0.014652,0.000032,0.000000,0.000000,0.000161,1416.355372,2017-12-06 17:05:56,1927,0.0000,0.0000,0.0000,4400843,0,0,0,0,0
