Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
MISTER V - LOS ANGELES (feat Cyprien et La Ferme Jérome),https://www.youtube.com/watch?v=JmfJHApDC7E,0.033819,0.009191,0.000092,0.500339,14.230766,1821.319198,2013-07-03 16:40:12,0.0149,128419.0000,0.0156,8595127,128419,0,5895,134314,1154445887878
MISTER V - LA DANSE,https://www.youtube.com/watch?v=tqhEzFrkP-0,0.031640,0.009041,0.000101,0.500416,12.367851,1600.399454,2012-11-13 18:26:43,0.0146,115805.0000,0.0155,7923742,115805,0,6663,122468,970404835256
MISTER V - LA BAGARRE,https://www.youtube.com/watch?v=Y0Qfy32eSgk,0.054455,0.009035,0.000054,0.500315,21.962385,2862.659711,2011-09-11 01:55:49,0.0147,226590.0000,0.0153,15403373,226590,0,9759,236349,3640571805177
MISTER V - LE BASKETBALL,https://www.youtube.com/watch?v=JU9eIkNkN6s,0.037460,0.008775,0.000084,0.500423,13.931802,1855.094080,2011-10-22 12:58:10,0.0142,140331.0000,0.0150,9904961,140331,0,8441,148772,1473580857892
"TRANSFORMERS : RISE OF THE BEASTS Bande Annonce VF (Nouvelle, 2023) ᴴᴰ",https://www.youtube.com/watch?v=kifKqR3LX_U,0.009105,0.008534,0.000978,0.500726,4.605820,620.013322,2023-04-27 13:05:39,0.0133,9351.0000,0.0149,703297,9351,0,1097,10448,7348047056
MISTER  V - TOP ALBUM,https://www.youtube.com/watch?v=EKsUluITbUI,0.106347,0.008605,0.000028,0.500235,71.121862,9790.955904,2017-04-29 15:59:53,0.0141,457361.0000,0.0145,32537350,457361,0,15343,472704,15380535494400
InstaBonus #4 - Best Of de mes InstaVidéos/Vines,https://www.youtube.com/watch?v=Chy8ooaLxvk,0.012463,0.008455,0.000407,0.500113,2.873902,405.127863,2014-05-07 14:55:34,0.0139,24877.0000,0.0142,1787120,24877,0,477,25354,45310640480
InstaBonus #1 - Best Of des mes Instavidéos/Vines,https://www.youtube.com/watch?v=AdFgbPTngOY,0.015401,0.008399,0.000277,0.500211,4.274519,602.621376,2013-11-05 18:54:07,0.0137,38034.0000,0.0142,2768493,38034,0,1240,39274,108729794082
MISTER V - LES 5 PHOTOS DE PROFIL FACEBOOK,https://www.youtube.com/watch?v=Hy28J53kq7w,0.025121,0.007923,0.000145,0.500445,7.321091,1074.466231,2010-11-26 00:28:21,0.0127,77517.0000,0.0136,6092064,77517,0,5501,83018,505750969152
InstaBonus #3 - Best Of de mes InstaVidéos/Vines,https://www.youtube.com/watch?v=6IvG30hEbJg,0.012084,0.008072,0.000430,0.500165,2.671319,392.709488,2014-02-03 17:31:10,0.0132,23402.0000,0.0136,1768819,23402,0,661,24063,42563091597
InstaBonus #2 Best Of des mes Instavidéos/Vines,https://www.youtube.com/watch?v=ZLYmN9l4ux4,0.013363,0.008031,0.000354,0.500143,3.258062,482.362989,2013-12-11 19:02:37,0.0132,28996.0000,0.0135,2198648,28996,0,704,29700,65299845600
NORMAN - LUIGI CLASH MARIO,https://www.youtube.com/watch?v=GP7aP67qQjQ,0.306156,0.007442,0.000012,0.500278,138.004974,21826.237417,2014-01-31 16:27:37,0.0121,1189199.0000,0.0126,98374898,1189199,0,54828,1244027,122381029234246
MISTER V - JAMAIS (feat. PLK),https://www.youtube.com/watch?v=LJaCSPxDrSg,0.120448,0.007281,0.000029,0.500121,96.302587,15804.640803,2019-12-04 17:00:25,0.0119,448120.0000,0.0122,37522787,448120,0,9155,457275,17158232425425
