Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Duration,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
LIVE: Putin Arrives in Beijing for State Visit to China,https://www.youtube.com/watch?v=RtvQFw4MjY8,0.182428,0.005967,0.000330,0.500532,23.085065,4493.510200,2024-05-15 20:40:59,1396,0.0092,31344.0000,0.0103,3415136,31344,0,3745,35089,119833707104
LIVE: New CPC Leadership Meet Press,https://www.youtube.com/watch?v=XPElpDddUWo,0.005726,0.006028,0.033949,0.496599,0.055235,11.058206,2022-10-23 04:35:00,2190,0.0099,146.0000,0.0099,14715,146,0,0,146,2148390
Xi Attends Grand Welcome Ceremony Hosted by Kim in Pyongyang,https://www.youtube.com/watch?v=UiPUxVw37N0,0.005813,0.021107,0.022379,0.498337,21.365094,4743.847977,2026-06-08 14:31:18,515,0.0082,245.0000,0.0090,29753,245,0,22,267,7944051
LIVE: Special Coverage of  Xi Jinping meeting with Joe Biden in Bali ahead of G20 Summit,https://www.youtube.com/watch?v=xl3H2kzfFJQ,0.005786,0.005209,0.022158,0.498009,0.095537,22.202730,2022-11-14 11:30:13,7730,0.0085,248.0000,0.0086,29050,248,0,1,249,7233450
Xi Delivers Speech on Global Governance at G20 Summit,https://www.youtube.com/watch?v=KDWr20YuKmQ,0.004613,0.004676,0.038873,0.496399,0.121385,30.377698,2024-11-19 07:39:03,334,0.0071,123.0000,0.0079,17393,123,0,15,138,2400234
LIVE: China's Shenzhou-17 Crew Returns to Earth,https://www.youtube.com/watch?v=wq1PP1OgkD4,0.021117,0.004557,0.003278,0.500109,1.667482,432.899265,2024-04-30 10:57:13,6720,0.0071,2370.0000,0.0077,335679,2370,0,215,2585,867730215
"Xi, Putin Meet Press",https://www.youtube.com/watch?v=B-q1BWY0VZA,0.003802,0.003597,0.043671,0.495602,0.146739,49.694627,2025-05-08 19:13:54,302,0.0053,106.0000,0.0059,19981,106,0,11,117,2337777
CMG's Annual Spring Festival Web Gala Goes on Air,https://www.youtube.com/watch?v=LHSNLf60yS4,0.002508,0.002552,0.088992,0.488143,0.042367,20.832587,2025-01-23 09:40:02,313,0.0039,41.0000,0.0040,10572,41,0,1,42,444024
Ride on the Bird to Fly--A Lao Girl's Passion and Perseverance,https://www.youtube.com/watch?v=k7cuX34D4rY,0.005156,0.001916,0.026279,0.497602,0.196656,132.106762,2024-12-20 07:44:30,1160,0.0028,201.0000,0.0030,71543,201,0,11,212,15167116
CIIE Becomes Key Platform Showcasing China's Commitment to High-Level Opening-Up,https://www.youtube.com/watch?v=pOkZI5pDahQ,0.001699,0.001309,0.119007,0.482177,0.024969,24.987800,2024-11-11 03:41:11,329,0.0019,27.0000,0.0019,14511,27,0,1,28,406308
Bonds of Ice: A Russia-China Sports Connection,https://www.youtube.com/watch?v=ZXp913ctimM,0.001738,0.000601,0.166660,0.470625,0.021913,63.580687,2025-04-07 08:22:43,309,0.0006,16.0000,0.0007,27564,16,0,2,18,496152
The Silver Ball  A Journey Beyond,https://www.youtube.com/watch?v=ARndP7CVq-4,0.005311,0.001852,0.088992,0.488100,0.343527,1566.752710,2026-04-13 06:58:49,2667,0.0004,41.0000,0.0004,98057,41,0,1,42,4118394
Check out Rural China｜Xide County: From Mountaintops to Modernity,https://www.youtube.com/watch?v=0eiTEV8Vusk,0.003301,0.000371,0.128755,0.480000,0.016137,76.933271,2024-05-01 05:52:17,582,0.0004,24.0000,0.0004,59595,24,0,0,24,1430280
Update: NPC Annual Session Holds Closing Meeting,https://www.youtube.com/watch?v=ujgMk02E0o0,0.004882,0.000351,0.144977,0.476196,0.023899,199.287514,2025-03-11 14:20:04,331,0.0002,20.0000,0.0002,91728,20,0,1,21,1926288
